SLD,SST,SSS,Density,D23,MLD,OHC,WS,WSC,HF,SV
36.47287829,28.05076941,32.130447,1023.187728,82.42761963,35.71438305,10.52,-0.023123505,1.51E-07,-28.55304273,1536.38968
42.94844851,27.04376834,32.422836,1023.25121,84.19612349,38.79748249,10.42,-0.019289382,-2.07E-07,-5.554203791,1535.569545
39.15267021,27.4536805,32.591793,1023.242199,83.54152733,31.99449732,10.47,-0.010971226,-3.17E-07,29.45884088,1536.148357
32.89272938,28.23924979,32.722042,1023.211518,83.03974119,25.91747131,10.54,-0.001273882,-2.31E-07,64.41782923,1536.819027
12.22883392,29.60992485,32.81235,1023.031744,85.56540877,17.9422544,10.85,0.001952402,-4.22E-07,90.23047819,1538.631328
20.84363037,29.7831476,32.928665,1022.849896,88.93973209,28.41773429,11.07,0.022069063,-4.18E-07,81.94289352,1539.863274
21.20269936,29.57781759,32.97119,1022.92327,88.65867699,28.28792204,11.02,0.024544014,-2.02E-07,70.92941493,1539.559161
36.1006268,28.90773392,32.978573,1023.006316,86.4662215,37.65061812,10.87,0.032679615,-3.14E-07,88.9157102,1538.729017
35.70826466,28.62207011,32.781097,1022.960342,88.27212391,39.7608482,10.86,0.04125503,5.84E-08,84.57898554,1538.445745
32.33995974,28.78428326,32.483196,1023.059258,85.11455919,37.43240261,10.74,0.028702199,6.23E-07,80.46934336,1537.897763
33.26237689,28.73165182,32.23102,1023.033096,83.28893169,37.51273004,10.66,0.00602086,6.48E-07,64.41330982,1537.485787
35.36534444,28.52578614,32.267624,1022.959693,84.91211886,35.50065824,10.72,-0.007528103,4.51E-07,25.52445505,1537.476422
41.35951643,27.59575736,32.46592,1023.038747,85.5031109,42.82837425,10.71,-0.018902352,7.72E-08,-6.269130416,1537.205424
45.12934876,27.35501577,32.49054,1023.072783,90.80479919,43.90149948,10.69,-0.011617594,-1.24E-07,20.94135382,1537.077894
39.58223364,27.71651141,32.68809,1023.092131,89.49031954,43.57905755,10.71,-0.01190581,-1.52E-07,37.03856129,1537.410908
31.54262123,28.52013371,32.833057,1023.01681,92.21501575,30.6953547,10.84,-0.003042626,-2.69E-07,78.14601177,1538.328419
17.01254528,29.69393993,32.8765,1022.837921,92.20337715,20.21370412,11.16,0.002942688,-7.01E-07,80.53533316,1540.269458
26.51476546,29.35180564,33.00101,1022.754936,94.43418347,35.77249245,11.18,0.035639953,-6.75E-07,79.03471596,1540.363125
25.70858077,29.15313294,33.002644,1022.923526,90.20190464,33.3993155,10.99,0.039530719,-3.20E-08,76.11747454,1539.502821
33.46704445,28.74337873,33.037247,1023.020495,86.99592306,43.89508888,10.84,0.03686446,1.70E-07,86.29333212,1538.598684
32.62992266,28.4419448,32.774227,1022.948679,87.07978217,30.72287579,10.83,0.029275191,1.68E-07,96.97106932,1538.266803
33.56999554,28.83846881,32.437454,1022.914824,87.28641441,31.31322387,10.93,0.026917599,4.93E-07,77.66563771,1538.793391
30.79903468,29.35356567,32.070206,1022.86546,87.42520384,27.66642796,10.91,0.001464683,7.01E-07,61.9425168,1538.776842
37.82953676,28.69585543,32.161335,1022.746025,92.23153433,44.3971549,11.03,-0.012011967,3.56E-07,20.33818992,1539.140307
45.93757748,27.85101709,32.174942,1022.809062,89.48545447,49.7462886,10.97,-0.018252209,1.38E-07,-12.47927702,1538.39021
48.38983483,27.1516641,32.415047,1022.990791,92.43856319,60.71796963,10.76,-0.019411906,-2.56E-07,-11.63603961,1537.315496
40.87599287,27.60561702,32.65816,1023.110391,87.08139774,47.61415721,10.66,-0.00341109,-3.31E-07,42.5321711,1537.201138
24.88473656,28.89715516,32.696266,1023.02775,88.62180046,17.2440928,10.82,-0.000845013,-1.53E-07,79.62241094,1538.407729
15.19678508,29.79159543,32.826355,1022.935783,89.23051843,20.01854475,11.02,0.005083248,-3.74E-07,73.17747217,1539.556362
17.32967351,29.87129479,32.98499,1022.784076,90.69232378,28.20876548,11.18,0.019651528,-8.03E-07,73.40802946,1540.419375
27.10206762,29.23691558,33.036903,1022.782622,88.04356401,31.24301312,11.09,0.048834462,-5.47E-07,73.31163353,1539.868395
37.28688177,28.84271605,32.98495,1022.95603,87.41028748,44.53615553,10.92,0.04910739,3.19E-07,82.93154211,1539.055742
29.61280562,28.91052362,32.801228,1023.02015,85.20870405,28.02783909,10.78,0.030503062,2.94E-07,89.21749896,1538.125294
30.88964041,28.9714058,32.418594,1022.977616,86.9074471,30.80395142,10.81,0.032119165,4.50E-07,75.90117169,1538.160829
33.33953067,29.1094417,32.218132,1022.929626,86.73663728,33.71562712,10.85,0.004780854,7.84E-07,64.90207432,1538.436846
31.58818466,28.98962141,32.069458,1022.905963,86.95167805,36.06225051,10.83,-0.011409661,4.44E-07,23.54155536,1538.26113
42.78694221,28.16465763,32.246414,1022.885223,89.64202543,44.03206941,10.94,-0.019835743,4.79E-08,-8.826261317,1538.453104
49.03931952,27.72028507,32.519455,1022.954496,93.39299532,51.70243414,10.87,-0.01401354,-1.98E-07,6.665660305,1538.113492
39.6267992,28.01147691,32.693497,1023.140015,83.96344691,39.14695809,10.61,-0.008582886,-2.42E-07,35.58197915,1537.125005
17.24328854,29.16119276,32.836403,1023.107188,80.37293225,8.569188574,10.7,-0.000163594,-2.56E-07,72.39174073,1537.858519
12.12903174,30.53159887,32.887417,1022.92943,86.3714844,12.01434187,11.02,0.005700583,-2.35E-07,79.00649638,1539.687108
14.25172747,30.83816571,32.987724,1022.706798,90.77193521,22.76408404,11.27,0.012893337,-5.01E-07,72.11728129,1540.962048
28.33504159,29.79161605,33.0026,1022.797947,90.53606944,33.51621835,11.17,0.033135087,-3.07E-07,69.91359007,1540.283531
36.99348708,29.26171136,33.00348,1022.868639,87.29607538,42.39095616,11.02,0.029268665,1.59E-07,78.28867098,1539.508092
36.28730294,29.06245596,32.765827,1022.846533,87.89161525,33.48830001,10.99,0.02387198,2.77E-07,85.84984055,1538.998311
32.80854958,29.18743776,32.35608,1022.820744,90.61455332,29.67231207,11,0.013190908,2.24E-07,87.54308492,1539.067516
37.67952284,29.18311525,32.12336,1022.65409,90.10242932,42.52243349,11.06,0.011100479,4.22E-07,52.38076941,1539.280875
37.81606294,28.73215538,32.052544,1022.690798,87.75008309,42.47477147,10.97,-0.010628946,3.43E-07,28.55151067,1538.67882
41.94373682,28.03080964,32.1253,1022.70902,83.64097406,49.22798016,10.98,-0.007891087,9.75E-08,-3.481875173,1538.398664
49.15671436,27.37760525,32.548958,1022.818206,89.36225334,60.10207406,10.89,-0.016042953,3.73E-08,2.411192752,1537.97534
44.20505378,27.68926248,32.751717,1022.980771,84.9230752,49.88559836,10.72,-0.009902708,-2.32E-07,39.82651385,1537.513071
27.04616427,28.47733754,32.887554,1022.978786,90.27683888,32.30644743,10.84,-0.003175115,-1.91E-07,69.14886153,1538.424286
12.31142719,29.59098719,32.90559,1022.871935,91.71534717,18.37538731,11.06,0.000668353,-4.43E-07,88.93849294,1539.71576
20.12242704,29.75681243,32.984955,1022.765874,92.76306617,30.00044878,11.15,0.021315604,-8.12E-07,79.30857385,1540.251097
24.57394307,29.3160254,33.06275,1022.814442,91.29063599,35.23768342,11.1,0.045152354,-2.45E-07,77.02640768,1539.939604
34.06171831,28.88129854,33.00231,1022.880125,87.92550287,43.39247412,10.98,0.034088177,2.24E-07,79.44735011,1539.331913
29.50254926,28.66895,32.701397,1022.948929,89.29109093,41.73546024,10.86,0.031903671,-3.30E-08,92.19501032,1538.432118
31.85838697,28.57792064,32.518856,1023.055272,85.22924183,41.17682405,10.74,0.035107594,5.56E-07,86.85138634,1537.864235
29.04351787,29.12337276,32.104412,1022.946498,86.5160229,32.54995457,10.8,0.000352863,8.24E-07,67.47979581,1538.272935
34.57133768,28.77963237,31.923838,1022.855716,89.42391459,39.03744702,10.89,-0.010591644,3.59E-07,17.56421724,1538.541667
41.90825175,27.86249068,31.992836,1022.891801,91.64299771,50.31402619,10.92,-0.019473534,1.96E-08,-10.4772735,1538.148966
45.01268266,27.38557295,32.40259,1022.938691,90.09347166,57.0974179,10.84,-0.011637966,-1.96E-07,1.933206262,1537.748089
39.88305255,27.59484587,32.497814,1023.045956,88.22406945,48.96160255,10.69,-0.008202535,-2.24E-07,43.76413861,1537.30422
26.85630933,28.75936841,32.624985,1022.981513,88.92488266,22.64359549,10.85,0.001024348,-2.46E-07,70.86903032,1538.490656
13.20497672,29.90852949,32.717163,1022.85394,91.29455202,23.22513464,11.1,0.005509879,-5.54E-07,82.80544998,1539.874657
21.7205145,29.7434381,32.791786,1022.705106,92.44923556,34.81299547,11.21,0.03158136,-8.78E-07,74.58355323,1540.487893
34.70316913,28.97274335,33.01974,1022.801948,90.10472814,43.15805615,11.12,0.053269196,-1.75E-07,78.96351265,1539.907773
33.64914927,28.67141798,33.06425,1022.993334,87.04083039,41.81946234,10.85,0.040331998,2.02E-07,91.59501752,1538.664292
34.75924717,28.48224936,32.80152,1022.974291,84.42941065,37.17746052,10.81,0.041199014,2.54E-07,92.97555386,1538.086903
33.18563215,28.46580319,32.47923,1023.060634,84.22123539,36.98855979,10.7,0.02559347,7.31E-07,86.95873104,1537.647819
29.28388285,29.11038774,32.142532,1022.97409,83.05049077,30.06744282,10.73,-2.79E-05,5.18E-07,58.43072792,1537.86345
32.28720218,28.9217885,32.100815,1022.858959,88.28586116,31.5509852,10.84,-0.003269945,3.05E-07,31.07332819,1538.167244
39.84864385,28.17547606,32.274857,1022.888605,88.44074374,35.97963114,10.9,-0.016936976,2.45E-07,-4.802363301,1538.287676
49.99266532,27.68379551,32.425312,1022.891402,94.25822133,49.09109423,10.89,-0.016702693,-9.38E-08,-9.297047845,1538.073455
43.7464848,27.94742179,32.64706,1022.988437,88.99929796,45.27415964,10.82,-0.011390275,-2.37E-07,35.70615347,1538.044456
28.96977827,28.94803767,32.76041,1022.998726,89.55307613,32.08491505,10.87,-0.003216408,-2.89E-07,66.59677944,1538.582369
11.66794081,30.05494452,32.83971,1022.896572,90.06225178,19.90158227,11.04,0.004660067,-3.90E-07,79.18073475,1539.596773
18.15809737,29.94011893,32.964916,1022.639579,91.50060453,27.18141331,11.3,0.018355707,-7.52E-07,76.53458223,1540.963064
33.79633483,29.09386697,33.01723,1022.722842,90.80404345,37.13158023,11.17,0.045605483,-5.63E-07,77.54976736,1540.178459
38.12179055,28.47354999,32.92897,1022.893167,86.24037299,44.18904705,10.87,0.048646781,1.91E-07,83.24064868,1538.632986
37.53843659,28.37890872,32.74489,1022.88819,86.92334311,32.56539261,10.83,0.03406443,3.22E-07,96.03579249,1538.221766
34.18358741,28.68974188,32.369946,1022.903106,87.49239062,33.608501,10.87,0.030087693,4.51E-07,82.50474964,1538.412301
34.09265967,28.77085792,32.158714,1022.888687,86.30138978,27.4196307,10.81,0.008348991,7.43E-07,61.83880606,1538.152692
32.50275278,28.74330529,32.073086,1022.839385,88.06329409,31.74598104,10.82,-0.011476843,4.89E-07,18.89417503,1538.089995
39.93302771,27.73539437,32.121162,1022.933824,86.31223183,42.27825819,10.76,-0.018709715,2.21E-07,-27.87081306,1537.346106
44.36116198,27.19241037,32.573257,1023.058656,91.81948309,52.44801507,10.65,-0.023580862,-1.56E-07,-16.65166577,1536.763158
39.92967243,27.42630654,32.655647,1023.180354,84.3813132,39.65616935,10.49,-0.009606425,-2.68E-07,24.41955979,1536.175567
31.44312681,28.41325311,32.784344,1023.190246,82.99509051,28.93811529,10.54,-0.008314105,-2.56E-07,61.41688237,1536.748278
8.245438159,29.9117188,32.806103,1023.049365,85.02761139,13.27011554,10.82,0.004975436,-3.43E-07,90.13086749,1538.535747
18.18928204,30.21461448,32.851994,1022.777609,87.93195489,21.46702516,11.08,0.010649848,-6.33E-07,78.14177914,1539.872191
22.90979699,29.51915502,32.903156,1022.774433,89.78851954,24.36481773,11.12,0.039639722,-7.27E-07,86.36586481,1540.002119
32.2461688,28.92134009,32.891335,1022.801625,84.50012476,31.4184687,10.96,0.049962365,1.38E-07,85.25696682,1539.102221
28.50244128,28.80332936,32.702114,1022.889218,86.88821832,29.17919925,10.86,0.031155057,4.95E-07,88.81181948,1538.352202
30.26178667,28.7632444,32.39739,1022.976255,84.79000108,31.53309122,10.76,0.022011649,5.56E-07,84.44901618,1537.864033
27.80343903,29.27756082,32.112278,1022.927636,84.36020082,23.10106871,10.76,-0.000131083,5.37E-07,58.07577048,1537.998856
33.72847927,28.82304011,32.194576,1022.835904,86.73855885,30.02224198,10.83,-0.007863555,3.73E-07,17.70489072,1538.147919
39.39832625,28.19923504,32.307873,1022.856995,86.21108288,37.64336794,10.87,-0.02081896,1.01E-07,-7.59356182,1537.981384
45.83652876,27.67370731,32.536606,1022.896479,87.79371588,44.68745808,10.82,-0.013416596,-1.11E-07,-6.093894333,1537.644801
42.15266941,27.66540222,32.760567,1023.108349,84.69079096,38.86993551,10.59,-0.014337239,-1.43E-07,23.66625285,1536.826203
31.14921891,28.75950103,32.871403,1023.091397,84.59305184,23.54927387,10.72,-0.005124827,-2.72E-07,66.28063872,1537.82647
11.78041082,29.92711199,32.896935,1022.96572,86.7551608,13.81203892,10.93,0.000879499,-3.66E-07,83.04502962,1539.139399
16.58319321,30.19244856,32.98518,1022.734284,88.82484778,22.10922447,11.18,0.015125433,-5.44E-07,78.72189098,1540.438437
26.42962346,29.66363182,33.030605,1022.678601,92.50126715,28.92343412,11.27,0.030528828,-5.58E-07,76.56795747,1540.86119
31.7200994,29.03765325,32.991787,1022.836664,88.5798747,37.63388769,11.03,0.04559933,-5.57E-08,86.6438282,1539.556414
31.13702312,28.86263648,32.750416,1022.875537,88.15091486,33.39157902,10.95,0.032753047,4.24E-07,88.66439881,1538.903848
32.16066402,28.99411749,32.40815,1022.915498,86.26836322,31.24354715,10.89,0.02147108,5.79E-07,80.84844472,1538.658209
31.32183022,29.49686676,32.02784,1022.858759,86.57128008,28.04669454,10.94,3.83E-05,6.08E-07,63.44923467,1538.983786
30.14424606,29.14469462,31.88903,1022.914661,86.57938702,35.36342611,10.82,-0.012311812,3.12E-07,29.26028596,1538.219064
39.69483191,28.58712587,32.10267,1022.853661,90.46367536,35.02989546,10.99,-0.017259001,6.94E-08,-0.409750759,1538.754079
43.55518741,28.04144046,32.255455,1022.928711,88.49218564,42.70781577,10.85,-0.016055276,3.68E-08,-9.320503138,1538.014819
44.47858775,28.12505949,32.423546,1023.015605,85.33154417,35.59184398,10.74,-0.018734665,-2.22E-07,32.16812097,1537.487114
29.29665283,29.27159677,32.555088,1022.958347,84.48612006,23.51293671,10.88,-0.003222199,-4.86E-07,64.66544603,1538.528431
13.76335872,30.41454456,32.64147,1022.869903,86.04867339,15.911843,11.07,0.008329495,-2.64E-07,78.25377381,1539.749697
15.6674994,30.73637242,32.80204,1022.694976,87.28823306,16.8173499,11.23,0.011473849,-4.80E-07,70.28567731,1540.630473
31.49195122,29.64323326,32.94081,1022.574957,86.36139566,30.96386456,11.32,0.034495224,-3.68E-07,68.79269455,1540.910649
33.77783438,29.20009042,32.866623,1022.710554,86.67794689,38.49291737,11.1,0.030929932,-1.62E-07,86.36377963,1539.86532
37.06694677,29.0060661,32.639626,1022.739182,83.20706916,37.06754098,11.06,0.042896735,-5.78E-08,84.88674219,1539.268163
35.07001963,28.87853209,32.364258,1022.753625,88.73911687,35.38710527,11.05,0.033265298,4.78E-07,77.08318062,1539.326876
37.74614031,28.93789203,31.905613,1022.734951,91.30489985,34.34794243,11.01,0.015583907,6.97E-07,58.27563208,1539.103173
34.43756926,28.82155245,31.99333,1022.742863,88.47301192,37.76965128,10.93,-0.005806943,4.64E-07,21.98413693,1538.624462
41.75051391,28.14415044,32.2344,1022.819262,85.2625524,46.22351957,10.9,-0.010072203,1.75E-07,-0.36972459,1538.159866
46.50294561,27.56910372,32.46052,1022.91221,91.53785278,53.45523217,10.83,-0.015438122,2.24E-08,-3.075649876,1537.763433
43.24548082,27.66674956,32.6181,1023.029336,84.96385831,52.78852415,10.68,-0.011010613,-2.49E-07,30.53891178,1537.182671
25.2947081,28.67185444,32.69639,1023.015624,86.62686788,22.20108296,10.76,-0.001262884,-3.09E-07,73.07951738,1537.950982
15.09314867,29.55207038,32.84271,1022.915756,87.79751947,15.06966975,10.97,0.006106238,-2.53E-07,90.37742492,1539.195219
20.23335348,30.21807036,32.851524,1022.772225,88.36632537,10.75492036,11.11,0.01261679,-5.97E-07,85.20477855,1540.057473
25.97129995,29.49349659,32.99653,1022.848908,87.39595811,26.27940382,11,0.038668266,-4.93E-07,74.02557915,1539.43795
32.83342133,28.97182252,32.96822,1022.963829,83.67239456,34.77871396,10.86,0.039223798,1.40E-07,92.67599128,1538.674998
25.68308407,29.01464589,32.564354,1022.955394,83.68866098,28.15875413,10.78,0.029986016,3.51E-07,90.80323912,1538.013711
25.03122064,29.25464426,32.09738,1022.928401,82.21185545,25.27346931,10.76,0.019082041,4.20E-07,82.52788591,1537.835679
32.69658647,29.24881321,31.862892,1022.851521,83.25251111,27.04726871,10.81,0.006194875,5.22E-07,63.05422964,1538.100638
28.68971989,28.95281133,31.970255,1022.856229,85.08351558,31.57826445,10.81,-0.010136526,3.80E-07,24.89943912,1537.992497
38.64264528,28.11812445,32.079227,1022.873924,85.29281898,41.95920293,10.86,-0.014894976,-1.15E-08,-10.61128042,1537.879884
41.46067982,27.48062118,32.47956,1023.091936,87.73434672,45.85740556,10.64,-0.00935084,-3.39E-08,2.401648358,1536.811567
37.10221319,27.67432305,32.680172,1023.16157,86.30541208,30.86094205,10.6,-0.012800554,-1.10E-07,36.33368788,1536.908451
31.66337598,28.69792553,32.696144,1023.034487,86.98841998,17.42657603,10.78,-0.00288436,-2.21E-07,74.14232108,1538.143706
15.55265836,29.79038489,32.685966,1022.983379,87.55231497,9.289371547,10.92,-0.000483558,-1.82E-07,86.032382,1539.031551
15.87435386,30.3456769,32.870213,1022.863381,86.60222985,13.80061246,11.06,0.007172213,-8.12E-07,79.18814134,1539.867415
26.6871354,29.4343844,33.046974,1022.874373,90.12498902,28.81184337,11.06,0.044179998,-8.66E-07,72.19619997,1539.787863
36.04491165,28.72407833,32.95196,1022.985743,84.6242889,37.35928909,10.85,0.054126211,-1.86E-07,87.05621346,1538.633071
36.3412314,28.41970095,32.642277,1022.954868,82.78293668,34.2616499,10.81,0.053425509,6.90E-07,89.77178972,1538.071863
27.3858837,28.83341606,32.27345,1023.055834,83.05388918,27.18427058,10.69,0.014977819,9.75E-07,87.90871268,1537.555265
28.2798177,29.31085814,32.05573,1022.9702,85.23053538,23.00931101,10.73,-0.000938207,4.68E-07,61.14853726,1537.845326
34.50514806,28.81869186,32.07081,1022.808692,87.23876313,37.23926779,10.88,-0.011061703,2.25E-07,25.9630945,1538.376334
37.50824364,28.21631709,32.207844,1022.847016,89.21185959,41.30575194,10.92,-0.01336707,1.32E-07,-1.309715532,1538.339723
42.03370504,27.55797179,32.500626,1022.996956,90.59819162,43.95867831,10.73,-0.01828021,-2.54E-08,-2.206860071,1537.296063
37.96678128,27.87056132,32.488647,1023.093442,85.64368147,30.80838947,10.6,-0.011385713,-2.94E-07,47.51493835,1536.993339
26.71579473,28.79788929,32.627728,1023.055034,83.06103404,15.11283079,10.68,-0.001734024,-2.43E-07,71.91310502,1537.645409
11.43529879,30.11390077,32.59155,1023.013018,84.09345112,6.851415788,10.83,0.002193923,-4.14E-07,84.93089187,1538.810401
20.52627888,29.95734141,32.661026,1022.760122,90.47715337,24.70939202,11.17,0.021130474,-5.94E-07,82.40487298,1540.476225
21.83368768,29.87345608,32.576508,1022.776042,89.65955642,26.88307658,11.15,0.034607473,-2.92E-07,73.50538349,1540.342558
33.66160266,29.28913473,32.817036,1022.824962,86.22501838,40.36688693,11.04,0.036407018,-3.10E-07,80.90601703,1539.698406
35.1418732,28.83657755,32.785812,1022.821647,87.82128967,40.86346901,11.01,0.05112855,4.17E-07,82.29960984,1539.169903
35.38915164,28.74938161,33.01351,1022.898939,85.71366493,37.95935447,10.87,0.012280191,9.52E-07,90.71139097,1538.497993
19.68482464,29.62941247,33.051857,1022.922125,83.4205148,25.73238371,10.75,-0.001996591,3.50E-07,69.89548123,1538.201969
28.2608363,29.13831901,33.05645,1022.985704,81.46114515,32.33456026,10.62,-0.007148763,4.47E-07,22.60906889,1537.286922
32.63100154,27.98279835,33.064507,1023.181593,80.22588834,36.36855135,10.46,-0.026812878,1.86E-07,-14.63254516,1536.028757
39.58018459,27.57605258,33.022446,1023.141507,83.52074963,42.27037359,10.51,-0.017166126,-1.15E-07,9.453035578,1536.116369
40.13715315,27.57573721,32.999825,1023.20267,81.81904955,43.08715698,10.45,-0.019684043,-2.28E-07,28.91133034,1535.974698
29.08393526,28.55377962,32.815163,1023.151837,79.88115153,26.7241431,10.58,-0.003745157,-3.34E-07,76.05416937,1537.043039
10.96747504,29.96473032,32.768173,1023.045729,83.15429318,15.4959128,10.82,-0.000978387,-2.03E-07,88.58618735,1538.654695
15.09836812,30.24983885,32.515247,1022.794436,86.11378111,17.91245384,11.05,0.007543657,-4.47E-07,81.4625327,1539.885412
23.312331,29.77784619,32.409775,1022.747718,89.20526743,28.57719846,11.11,0.023324898,-2.17E-07,81.15882291,1539.987423
30.87017906,29.55825931,32.121605,1022.808424,87.44462115,36.54269222,10.99,0.019014243,-2.33E-07,82.8058652,1539.340874
31.1854992,29.1699042,32.036484,1022.746031,90.06011317,32.99707413,11.02,0.035844626,-6.46E-08,87.46121291,1539.279775
29.20721055,29.4547639,32.060707,1022.705645,91.58230436,31.75356795,11.1,0.022152212,3.32E-07,67.34926468,1539.631345
35.57580103,29.03253297,31.976442,1022.754747,88.59043825,36.12089592,10.9,0.016991877,6.49E-07,63.41885164,1538.612269
34.00658289,29.07034173,32.130405,1022.671321,89.89271085,37.55238256,11.01,-0.014375373,6.56E-07,20.13930375,1538.976836
41.62470235,28.2116302,32.03644,1022.722573,87.49071934,45.15647807,11.02,-0.019306316,1.80E-07,-12.14179854,1538.675778
